Hugo Symbol	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)	Gene Aliases
TFG	2	No	No	No	No	No	No	Yes	No	Yes	"FLJ36137, SPG57, TF6"
TNFRSF17	2	No	No	No	No	No	No	Yes	No	Yes	"BCM, BCMA, CD269, TNFRSF13A"
TPM3	2	No	No	No	No	No	No	Yes	No	Yes	"NEM1, TRK"
TPM4	2	No	No	No	No	No	No	Yes	No	Yes	
TRA	2	Yes	Yes	No	No	No	No	No	No	Yes	"TCRA, TRA@"
TRB	2	Yes	Yes	No	No	No	No	No	No	Yes	"TCRB, TRB@"
TRD	2	Yes	Yes	No	No	No	No	No	No	Yes	"TCRD, TCRDV1, TRD@"
TRG	2	Yes	Yes	No	No	No	No	Yes	No	No	"TCRG, TRG@"
TRIM24	2	No	No	No	No	No	No	Yes	No	Yes	"RNF82, TIF1, TIF1A, Tif1a, hTIF1"
TRIM27	2	Yes	Yes	No	No	No	No	No	No	Yes	"RFP, RNF76"
TRIP11	2	No	No	No	No	No	No	Yes	No	Yes	"CEV14, GMAP-210, GMAP210, Trip230"
TRIP13	2	Yes	Yes	Yes	Yes	No	No	No	No	No	16E1BP
USP6	2	No	No	No	No	No	No	Yes	No	Yes	"HRP1, TRE17, TRESMCR, Tre-2, Tre2"
VAV1	2	Yes	Yes	No	No	Yes	No	No	No	No	VAV
VAV2	2	Yes	Yes	No	No	Yes	No	No	No	No	
WIF1	2	Yes	No	Yes	No	No	No	No	No	Yes	
ZBTB16	2	No	No	No	No	No	No	Yes	No	Yes	"PLZF, ZNF145"
ZMYM2	2	No	No	No	No	No	No	Yes	No	Yes	"FIM, RAMP, ZNF198"
ZNF217	2	No	No	No	No	No	Yes	Yes	No	No	ZABC1
ZNF384	2	No	No	No	No	No	No	Yes	No	Yes	"CAGH1A, CIZ, NMP4, TNRC1"
ZNF521	2	No	No	No	No	No	No	Yes	No	Yes	"EHZF, Evi3"
ZNF703	2	No	No	No	No	No	Yes	Yes	No	No	"FLJ14299, NLZ1, ZEPPO1, ZNF503L, Zpo1"
ZNRF3	2	Yes	No	Yes	Yes	No	No	No	No	No	"BK747E2.3, FLJ22057, KIAA1133, RNF203"
ACSL3	1	No	No	No	No	No	No	No	No	Yes	"FACL3, PRO2194"
ACSL6	1	No	No	No	No	No	No	Yes	No	No	"FACL6, KIAA0837, LACS5"
ACTB	1	No	No	No	No	No	No	Yes	No	No	
ACVR2A	1	No	No	No	No	No	No	No	No	Yes	"ACTRII, ACVR2"
ADGRA2	1	No	No	No	No	No	No	Yes	No	No	"DKFZp434C211, DKFZp434J0911, FLJ14390, GPR124, KIAA1531, TEM5"
ADHFE1	1	Yes	Yes	No	No	No	No	No	No	No	FLJ32430
AFF3	1	No	No	No	No	No	No	No	No	Yes	"LAF4, MLLT2-like"
AJUBA	1	Yes	No	Yes	No	No	No	No	No	No	"JUB, MGC15563"
ALDH1L2	1	Yes	Yes	No	No	No	No	No	No	No	"FLJ38508, mtFDH"
ALDH2	1	Yes	No	Yes	No	No	No	No	No	No	
APH1A	1	No	No	No	No	No	No	Yes	No	No	"APH-1A, CGI-78"
APOBEC3B	1	No	No	No	No	No	No	No	No	Yes	"FLJ21201, PHRBNL"
ASMTL	1	No	No	No	No	No	No	Yes	No	No	
ASPSCR1	1	No	No	No	No	No	No	No	No	Yes	"ASPL, ASPS, TUG, UBXD9, UBXN9"
ATG5	1	No	No	No	No	No	No	Yes	No	No	"APG5, APG5L, hAPG5"
ATP2B3	1	No	No	No	No	No	No	No	No	Yes	"CFAP39, CLA2, PMCA3, SCAX1"
ATRIP	1	Yes	No	Yes	No	No	No	No	No	No	"FLJ12343, MGC20625, MGC21482, MGC26740"
BAALC	1	Yes	Yes	No	No	No	No	No	No	No	
BAX	1	No	No	No	No	No	No	No	No	Yes	BCL2L4
BCL9L	1	No	No	No	No	No	No	No	No	Yes	"B9L, Bcl9-2, DLNB11"
BTLA	1	No	No	No	No	No	No	Yes	No	No	"BTLA1, CD272"
BUB1B	1	No	No	No	No	No	No	No	No	Yes	"BUBR1, Bub1A, MAD3L, SSK1"
CACNA1D	1	No	No	No	No	No	No	No	No	Yes	"CACH3, CACN4, CACNL1A2, CCHL1A2, Cav1.3"
CAD	1	No	No	No	No	No	No	Yes	No	No	
CANT1	1	No	No	No	No	No	No	No	No	Yes	"SCAN-1, SHAPY"
CBLB	1	No	No	No	No	No	No	No	No	Yes	"Cbl-b, RNF56"
CBLC	1	No	No	No	No	No	No	No	No	Yes	"CBL-3, CBL-SL, RNF57"
CCDC6	1	No	No	No	No	No	No	No	No	Yes	"D10S170, H4, TPC, TST1"
CCN6	1	No	No	No	No	No	No	Yes	No	No	"WISP-3, WISP3"
CCNB1IP1	1	No	No	No	No	No	No	No	No	Yes	"C14orf18, HEI10"
CCNB3	1	Yes	Yes	No	No	No	No	No	No	No	
CCT6B	1	No	No	No	No	No	No	Yes	No	No	"Cctz2, TSA303"
CD36	1	No	No	No	No	No	No	Yes	No	No	"GP3B, GP4, GPIV, SCARB3"
CDH11	1	No	No	No	No	No	No	No	No	Yes	CAD11
CHCHD7	1	No	No	No	No	No	No	No	No	Yes	"COX23, MGC2217"
CHD2	1	No	No	No	No	No	No	Yes	No	No	"DKFZp547I1315, DKFZp686E01200, DKFZp781D1727, FLJ38614"
CHD4	1	No	No	No	No	No	No	No	No	Yes	"Mi-2b, Mi2-BETA"
CHIC2	1	No	No	No	No	No	No	Yes	No	No	BTL
CHN1	1	No	No	No	No	No	No	Yes	No	No	"ARHGAP2, CHN, DURS2, n-chimerin"
CHTF8	1	Yes	No	Yes	No	No	No	No	No	No	"CTF8, FLJ20400"
CILK1	1	No	No	No	No	No	No	Yes	No	No	"ICK, KIAA0936, LCK2, MGC46090"
CKS1B	1	No	No	No	No	No	No	Yes	No	No	ckshs1
CLIP1	1	No	No	No	No	No	No	No	No	Yes	"CLIP-170, CLIP170, CYLN1, RSN"
CLP1	1	No	No	No	No	No	No	Yes	No	No	"HEAB, hClp1"
CNBP	1	No	No	No	No	No	No	No	No	Yes	"CNBP1, DM2, RNF163, ZCCHC22, ZNF9"
CNOT3	1	No	No	No	No	No	No	No	No	Yes	"KIAA0691, LENG2, NOT3, NOT3H"
COL2A1	1	No	No	No	No	No	No	No	No	Yes	"AOM, SEDC, STL1"
CPS1	1	No	No	No	No	No	No	Yes	No	No	
CRTC1	1	No	No	No	No	No	No	No	No	Yes	"FLJ14027, KIAA0616, MECT1, TORC1"
CRTC3	1	No	No	No	No	No	No	No	No	Yes	FLJ21868
CSF1	1	No	No	No	No	No	No	Yes	No	No	"M-CSF, MCSF, MGC31930"
CUL4A	1	No	No	No	No	No	Yes	No	No	No	
CYP17A1	1	No	No	No	No	No	Yes	No	No	No	"CPT7, CYP17, P450C17, S17AH"
DAZAP1	1	Yes	No	No	No	No	No	No	No	No	MGC19907
DCTN1	1	No	No	No	No	No	No	No	No	Yes	
DDB2	1	No	No	No	No	No	No	No	No	Yes	"DDBB, FLJ34321, UV-DDB2, XPE"
DDR1	1	No	No	No	No	No	Yes	No	No	No	"CAK, CD167, EDDR1, NEP, NTRK4, PTK3A, RTK6"
DDX4	1	Yes	Yes	No	No	No	No	No	No	No	VASA
DDX41	1	Yes	No	Yes	No	No	No	No	No	No	"ABS, MGC8828"
DDX5	1	No	No	No	No	No	No	No	No	Yes	"G17P1, HLR1, p68"
DKK1	1	Yes	No	No	No	No	No	No	No	No	"DKK-1, SK"
DKK2	1	Yes	No	No	No	No	No	No	No	No	
DKK3	1	Yes	No	No	No	No	No	No	No	No	REIC
DKK4	1	Yes	No	No	No	No	No	No	No	No	
DUSP2	1	No	No	No	No	No	No	Yes	No	No	PAC-1
DUSP9	1	No	No	No	No	No	No	Yes	No	No	"MKP-4, MKP4"
ECSIT	1	Yes	Yes	No	No	No	No	No	No	No	SITPEC
EIF2B1	1	Yes	No	Yes	No	No	No	No	No	No	"EIF-2B, EIF-2Balpha, EIF2B, EIF2BA"
EIF3E	1	No	No	No	No	No	No	No	No	Yes	"EIF3S6, INT6, eIF3-p48"
ELK4	1	No	No	No	No	No	No	No	No	Yes	
ELN	1	No	No	No	No	No	No	Yes	No	No	"SVAS, WBS, WS"
ELP2	1	No	No	No	No	No	No	Yes	No	No	"FLJ10879, STATIP1, StIP"
EPHB4	1	No	No	No	No	No	Yes	No	No	No	"HTK, Tyro11"
ERC1	1	No	No	No	No	No	No	No	No	Yes	"CAST2, ELKS, KIAA1081, MGC12974, RAB6IP2"
ETS1	1	No	No	No	No	No	No	Yes	No	No	"ETS-1, EWSR2, FLJ10768"
EXOSC6	1	No	No	No	No	No	No	Yes	No	No	"EAP4, MTR3, Mtr3p, hMtr3p, p11"
EXT2	1	No	No	No	No	No	No	No	No	Yes	SOTV
FAF1	1	No	No	No	No	No	No	Yes	No	No	"CGI-03, HFAF1s, UBXD12, UBXN3A, hFAF1"
FAT4	1	No	No	No	No	No	No	No	No	Yes	"CDHF14, CDHR11, FAT-J"
FBXO31	1	No	No	No	No	No	No	Yes	No	No	
FBXW2	1	Yes	No	No	No	No	No	No	No	No	"FBW2, Fwd2, Md6"
FGF12	1	No	No	No	No	No	Yes	No	No	No	"FGF12B, FHF1"
FIP1L1	1	No	No	No	No	No	No	No	No	Yes	"DKFZp586K0717, FIP1"
FLYWCH1	1	No	No	No	No	No	No	Yes	No	No	DKFZp761A132
FNBP1	1	No	No	No	No	No	No	Yes	No	No	"FBP17, KIAA0554"
FOLH1	1	Yes	Yes	No	No	No	No	No	No	No	"FOLH, GCPII, NAALAD1, NAALAdase, PSM, PSMA"
FRS2	1	No	No	No	No	No	No	Yes	No	No	"FRS2A, FRS2alpha, SNT-1"
FZR1	1	Yes	Yes	Yes	No	No	No	No	No	No	"CDC20C, FZR, FZR2, HCDH, HCDH1, KIAA1242"
GABRA6	1	No	No	No	No	No	Yes	No	No	No	
GADD45B	1	No	No	No	No	No	No	Yes	No	No	"DKFZP566B133, GADD45BETA, MYD118"
GATA4	1	No	No	No	No	No	Yes	No	No	No	
GATA6	1	No	No	No	No	No	Yes	No	No	No	
GMPS	1	No	No	No	No	No	No	Yes	No	No	GATD7
GOLGA5	1	No	No	No	No	No	No	No	No	Yes	"GOLIM5, golgin-84, ret-II, rfg5"
GOPC	1	No	No	No	No	No	No	No	No	Yes	"CAL, GOPC1, PIST, dJ94G16.2"
GPC3	1	No	No	No	No	No	No	No	No	Yes	"DGSX, OCI-5, SDYS, SGB, SGBS, SGBS1"
GRM3	1	No	No	No	No	No	Yes	No	No	No	"GPRC1C, MGLUR3, mGlu3"
GTSE1	1	No	No	No	No	No	No	Yes	No	No	"B99, GTSE-1"
H3C15	1	Yes	No	No	No	No	No	No	No	No	"H3/n, H3/o, HIST2H3A"
H3P6	1	Yes	No	No	No	No	No	No	No	No	H3F3AP4
HIRA	1	No	No	No	No	Yes	No	No	No	No	"DGCR1, TUP1, TUPLE1"
HNRNPA2B1	1	No	No	No	No	No	No	No	No	Yes	HNRPA2B1
HOOK3	1	No	No	No	No	No	No	No	No	Yes	
HOXA3	1	No	No	No	No	No	No	Yes	No	No	HOX1E
HSD17B2	1	Yes	No	Yes	No	No	No	No	No	No	"HSD17, SDR9C2"
HSD3B1	1	No	No	No	No	No	Yes	No	No	No	"HSD3B, HSDB3, SDR11E1"
HTATIP2	1	Yes	No	Yes	No	No	No	No	No	No	"CC3, FLJ26963, SDR44U1, TIP30"
ID1	1	Yes	Yes	No	No	No	No	No	No	No	"bHLHb24, dJ857M17.1.2"
IKBKB	1	No	No	No	No	No	No	No	No	Yes	"IKK-beta, IKK2, IKKB, NFKBIKB"
IKZF2	1	No	No	No	No	No	No	Yes	No	No	"Helios, ZNFN1A2"
IL2	1	No	No	No	No	No	No	No	No	Yes	"IL-2, TCGF"
INPP5D	1	No	No	No	No	No	No	Yes	No	No	"SHIP, SHIP1, hp51CN"
INTS6	1	Yes	No	Yes	No	No	No	No	No	No	"DBI-1, DDX26, DDX26A, DICE1, HDB, Notchl2"
IQGAP1	1	Yes	Yes	No	No	No	No	No	No	No	"HUMORFA01, KIAA0051, p195"
IRF2	1	No	No	No	No	No	Yes	No	No	No	
IRS4	1	No	No	No	No	No	No	No	No	Yes	"IRS-4, PY160"
JAZF1	1	No	No	No	No	No	No	Yes	No	No	"DKFZp761K2222, TIP27, ZNF802"
KAT6B	1	No	No	No	No	No	No	No	No	Yes	"MOZ2, MYST4, Morf, ZC2HC6B, qkf, querkopf"
KAT7	1	Yes	Yes	No	No	No	No	No	No	No	"HBO1, HBOA, MYST2, ZC2HC7"
KCNJ5	1	No	No	No	No	No	No	No	No	Yes	"GIRK4, KATP1, Kir3.4, LQT13"
KDM2B	1	No	No	No	No	No	No	Yes	No	No	"CXXC2, FBXL10, Fbl10, JHDM1B, PCCX2"
KDM4C	1	No	No	No	No	No	No	Yes	No	No	"GASC1, JMJD2C, KIAA0780, TDRD14C"
KEL	1	No	No	No	No	No	Yes	No	No	No	"CD238, ECE3"
KLF2	1	Yes	No	Yes	No	No	No	No	No	No	LKLF
KLF3	1	Yes	No	Yes	No	No	No	No	No	No	BKLF
KLF6	1	No	No	No	No	No	No	No	No	Yes	"BCD1, COPEB, CPBP, GBF, PAC1, ST12, Zf9"
KLK2	1	No	No	No	No	No	No	No	No	Yes	
KNL1	1	No	No	No	No	No	No	No	No	Yes	"AF15Q14, CASC5, CT29, D40, KIAA1570, MCPH4, PPP1R55, Spc7, hKNL-1, hSpc105"
KTN1	1	No	No	No	No	No	No	No	No	Yes	"KIAA0004, KNT"
LARP4B	1	Yes	No	No	No	No	No	No	No	No	"KIAA0217, LARP5"
LCP1	1	No	No	No	No	No	No	Yes	No	No	"CP64, L-PLASTIN, LC64P, PLS2"
LGR5	1	Yes	Yes	No	No	No	No	No	No	No	"FEX, GPR49, GPR67, HG38"
LIFR	1	No	No	No	No	No	No	No	No	Yes	CD118
LMNA	1	No	No	No	No	No	No	No	No	Yes	"CMD1A, HGPS, LGMD1B, LMN1, LMNL1, PRO1"
LRIG3	1	No	No	No	No	No	No	No	No	Yes	"FLJ90440, KIAA3016"
LRP5	1	Yes	Yes	Yes	No	No	No	No	No	No	"BMND1, EVR1, EVR4, LR3, LRP7, OPPG, OPS, OPTA1, VBCH2"
LRP6	1	Yes	Yes	No	No	No	No	No	No	No	ADCAD2
LRRK2	1	No	No	No	No	No	No	Yes	No	No	"DKFZp434H2111, FLJ45829, PARK8, RIPK7, ROCO2"
MAGED1	1	No	No	No	No	No	No	Yes	No	No	"DLXIN-1, NRAGE"
MAL2	1	Yes	No	Yes	No	No	No	No	No	No	
MAML2	1	No	No	No	No	No	No	No	No	Yes	"KIAA1819, MAM3"
MAP3K6	1	No	No	No	No	No	No	Yes	No	No	"ASK2, MAPKKK6, MEKK6"
MAP3K7	1	No	No	No	No	No	No	Yes	No	No	"MEKK7, TAK1"
MAP4K4	1	Yes	Yes	No	No	No	No	No	No	No	"FLH21957, HGK, NIK"
MBD4	1	Yes	No	Yes	No	No	No	No	No	No	
MBD6	1	Yes	No	Yes	No	No	No	No	No	No	KIAA1887
MDS2	1	No	No	No	No	No	No	Yes	No	No	
MEF2D	1	Yes	Yes	No	No	No	No	No	No	No	
MIB1	1	No	No	No	No	No	No	Yes	No	No	"DIP-1, KIAA1323, MIB, ZZANK2, ZZZ6"
MIDEAS	1	Yes	No	Yes	No	No	No	No	No	No	"C14orf117, C14orf43, ELMSAN1, LSR68"
MKNK1	1	No	No	No	No	No	Yes	No	No	No	MNK1
MLLT11	1	No	No	No	No	No	No	No	No	Yes	AF1Q
MNX1	1	No	No	No	No	No	No	Yes	No	No	"HB9, HLXB9, HOXHB9, SCRA1"
MTCP1	1	No	No	No	No	No	No	No	No	Yes	"P13MTCP1, TCL1C, p8MTCP1"
MYBL1	1	Yes	Yes	No	No	No	No	No	No	No	"A-myb, AMYB"
MYO18A	1	No	No	No	No	No	No	Yes	No	No	"KIAA0216, MysPDZ"
MYO5A	1	No	No	No	No	No	No	No	No	Yes	"MYH12, MYO5, MYR12"
NAB2	1	No	No	No	No	No	No	No	No	Yes	MADER
NACA	1	No	No	No	No	No	No	Yes	No	No	NACA1
NBEAP1	1	No	No	No	No	No	No	Yes	No	No	"BCL8, BCL8A"
NCOA1	1	No	No	No	No	No	No	No	No	Yes	"F-SRC-1, KAT13A, NCoA-1, RIP160, bHLHe74"
NCOA4	1	No	No	No	No	No	No	No	No	Yes	"ARA70, DKFZp762E1112, ELE1, PTC3, RFG"
NFATC2	1	No	No	No	No	No	No	No	No	Yes	"NF-ATP, NFAT1, NFATp"
NFIB	1	No	No	No	No	No	No	No	No	Yes	"NFI-RED, NFIB2, NFIB3"
NFKBIE	1	No	No	No	No	No	No	No	No	Yes	IKBE
NOD1	1	No	No	No	No	No	No	Yes	No	No	"CARD4, CLR7.1, NLRC1"
NONO	1	No	No	No	No	No	No	No	No	Yes	"NMT55, NRB54, P54, P54NRB, PPP1R114"
NUTM2B	1	No	No	No	No	No	No	No	No	Yes	"FAM22B, bA119F19.1"
OLIG2	1	No	No	No	No	No	No	No	No	Yes	"BHLHB1, OLIGO2, PRKCBP2, RACK17, bHLHe19"
OMD	1	No	No	No	No	No	No	Yes	No	No	"SLRR2C, osteoadherin"
PAG1	1	No	No	No	No	No	No	Yes	No	No	PAG
PAK3	1	No	No	No	No	No	No	Yes	No	No	"MRX30, MRX47, bPAK, hPAK3"
PARP2	1	No	No	No	No	No	Yes	No	No	No	"ADPRTL2, ARTD2"
PARP3	1	No	No	No	No	No	Yes	No	No	No	"ADPRT3, ADPRTL3, ARTD3, IRT1, hPARP-3, pADPRT-3"
PASK	1	No	No	No	No	No	No	Yes	No	No	"KIAA0135, PASKIN, STK37"
PATZ1	1	No	No	No	No	No	No	No	No	Yes	"MAZR, PATZ, RIAZ, ZBTB19, ZNF278, ZSG, dJ400N23"
PC	1	No	No	No	No	No	No	Yes	No	No	PCB
PCLO	1	No	No	No	No	No	No	Yes	No	No	"ACZ, DKFZp779G1236, KIAA0559"
PCSK7	1	No	No	No	No	No	No	Yes	No	No	"LPC, PC7, PC8, SPC7"
PDCD11	1	No	No	No	No	No	No	Yes	No	No	"ALG-4, KIAA0185, NFBP, RRP5"
PHF1	1	No	No	No	No	No	No	Yes	No	No	"MTF2L2, PCL1, TDRD19C"
PHF19	1	Yes	Yes	No	No	No	No	No	No	No	"DKFZP727G051, MTF2L1, PCL3, TDRD19B"
PIK3C2B	1	No	No	No	No	No	Yes	No	No	No	"C2-PI3K, PI3K-C2beta"
POLG	1	Yes	No	No	No	No	No	No	No	No	"POLG1, POLGA"
POLQ	1	No	No	No	No	No	No	No	No	Yes	
POU3F4	1	Yes	Yes	No	No	No	No	No	No	No	"BRN4, DFN3, DFNX2, OTF9"
POU5F1	1	No	No	No	No	No	No	No	No	Yes	"MGC22487, OTF3, Oct4"
PPFIBP1	1	No	No	No	No	No	No	No	No	Yes	"SGT2, hSGT2, hSgt2p"
PPP1CB	1	No	No	No	No	No	No	Yes	No	No	"MP, PP-1B, PP1B, PP1beta, PP1c, PPP1beta"
PRCC	1	No	No	No	No	No	No	No	No	Yes	RCCP1
PRF1	1	No	No	No	No	No	No	No	No	Yes	"HPLH2, PFP"
PRKDC	1	No	No	No	No	No	No	Yes	No	No	"DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, XRCC7, p350, p460"
PRPF8	1	Yes	No	Yes	No	No	No	No	No	No	"PRPC8, Prp8, RP13, SNRNP220, hPrp8"
PRSS1	1	Yes	No	No	No	No	No	No	No	No	TRY1
PRSS8	1	No	No	No	No	No	No	Yes	No	No	
PSMB2	1	Yes	Yes	No	No	No	No	No	No	No	HC7-I
PTK6	1	No	No	No	No	No	No	No	No	Yes	BRK
PTK7	1	No	No	No	No	No	No	Yes	No	No	CCK4
PTPN13	1	No	No	No	No	No	No	No	No	Yes	"PTP-BAS, PTP-BL, PTP1E, PTPL1"
PTPN6	1	No	No	No	No	No	No	Yes	No	No	"HCPH, PTP-1C, SHP-1, SHP1"
PTPRB	1	No	No	No	No	No	No	No	No	Yes	PTPB
PTPRC	1	No	No	No	No	No	No	No	No	Yes	"CD45, T200"
PTPRK	1	No	No	No	No	No	No	No	No	Yes	R-PTP-kappa
PUM1	1	Yes	No	No	No	No	No	No	No	No	"KIAA0099, PUMH1"
RAD17	1	Yes	No	Yes	No	No	No	No	No	No	"CCYC, RAD17Sp, Rad24"
RALGDS	1	No	No	No	No	No	No	Yes	No	No	"RGDS, RGF, RalGEF"
RANBP2	1	No	No	No	No	No	No	No	No	Yes	"ADANE, ANE1, NUP358"
RASGEF1A	1	No	No	No	No	No	No	Yes	No	No	"CG4853, FLJ37817"
REV3L	1	Yes	Yes	No	No	No	No	No	No	No	"POLZ, REV3"
RMI2	1	No	No	No	No	No	No	No	No	Yes	"BLAP18, C16orf75, MGC24665"
RNASEH2A	1	Yes	Yes	No	No	No	No	No	No	No	"RNASEHI, RNHIA, RNHL"
RNASEH2B	1	Yes	No	Yes	No	No	No	No	No	No	"AGS2, DLEU8, FLJ11712"
RNF217-AS1	1	No	No	No	No	No	No	Yes	No	No	STL
RPL10	1	No	No	No	No	No	No	No	No	Yes	"DXS648, DXS648E, FLJ23544, L10, QM"
RPL5	1	No	No	No	No	No	No	No	No	Yes	"L5, PPP1R135, uL18"
RSPO3	1	No	No	No	No	No	No	No	No	Yes	"FLJ14440, THSD2"
RUNX2	1	No	No	No	No	No	No	Yes	No	No	"AML3, CBFA1, CCD, CCD1, PEBP2A1, PEBP2aA1"
S1PR2	1	No	No	No	No	No	No	Yes	No	No	"AGR16, DFNB68, EDG5, Gpcr13, H218"
SALL4	1	No	No	No	No	No	No	No	No	Yes	"ZNF797, dJ1112F19.1"
SBDS	1	No	No	No	No	No	No	No	No	Yes	"CGI-97, FLJ10917, SDO1, SWDS"
SEC31A	1	No	No	No	No	No	No	Yes	No	No	"ABP125, ABP130, KIAA0905, SEC31L1"
SEPTIN5	1	No	No	No	No	No	No	Yes	No	No	"HCDCREL-1, PNUTL1, SEPT5"
SEPTIN6	1	No	No	No	No	No	No	Yes	No	No	"KIAA0128, MGC16619, MGC20339, SEPT6"
SEPTIN9	1	No	No	No	No	No	No	Yes	No	No	"AF17q25, KIAA0991, MSF, MSF1, PNUTL4, SEPT9, SeptD1"
SERP2	1	No	No	No	No	No	No	Yes	No	No	"C13orf21, bA269C23.1"
SFPQ	1	No	No	No	No	No	No	No	No	Yes	PPP1R140
SFRP1	1	Yes	No	Yes	No	No	No	No	No	No	"FRP-1, SARP2"
SFRP2	1	Yes	Yes	Yes	No	No	No	No	No	No	"FRP-2, SARP1, SDF-5"
SFRP4	1	No	No	No	No	No	No	No	No	Yes	"FRP-4, FRPHE, FRZB-2, frpHE"
SIX1	1	No	No	No	No	No	No	No	No	Yes	DFNA23
SLC1A2	1	No	No	No	No	No	No	Yes	No	No	"EAAT2, GLT-1"
SLC45A3	1	No	No	No	No	No	No	No	No	Yes	"IPCA-2, IPCA-6, IPCA-8, PCANAP2, PCANAP6, PCANAP8, prostein"
SMARCA1	1	No	No	No	No	No	No	Yes	No	No	"ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SWI, hSNF2L"
SNCAIP	1	No	No	No	No	No	Yes	No	No	No	SYPH1
SND1	1	No	No	No	No	No	No	No	No	Yes	"TDRD11, p100"
SNX29	1	No	No	No	No	No	No	Yes	No	No	"FLJ12363, RUNDC2A"
SOCS2	1	No	No	No	No	No	No	Yes	No	No	"CIS2, Cish2, SOCS-2, SSI-2, SSI2, STATI2"
SOX10	1	No	No	No	No	No	No	Yes	No	No	"DOM, WS2E, WS4"
SQSTM1	1	Yes	Yes	No	No	No	No	No	No	No	"A170, OSIL, PDB3, p62B"
SS18L1	1	No	No	No	No	No	No	No	No	Yes	"CREST, KIAA0693"
STAT1	1	Yes	No	No	No	No	No	No	No	No	"ISGF-3, STAT91"
STAT2	1	Yes	No	No	No	No	No	No	No	No	STAT113
STAT4	1	No	No	No	No	No	No	Yes	No	No	
STIL	1	No	No	No	No	No	No	No	No	Yes	"MCPH7, SIL"
STRN	1	No	No	No	No	No	No	No	No	Yes	"PPP2R6A, STRN1"
TAF1	1	No	No	No	No	No	No	Yes	No	No	"BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, NSCL2, TAFII250"
TCEA1	1	No	No	No	No	No	No	No	No	Yes	"GTF2S, SII, TCEA, TF2S, TFIIS"
TCF12	1	No	No	No	No	No	No	No	No	Yes	"HEB, HTF4, HsT17266, bHLHb20, p64"
TCL1B	1	Yes	Yes	No	No	No	No	No	No	No	TML1
TEC	1	No	No	No	No	No	No	Yes	No	No	PSCTK4
TERC	1	No	No	No	No	No	Yes	No	No	No	"SCARNA19, TRC3, hTR"
TFEB	1	No	No	No	No	No	No	No	No	Yes	"TCFEB, bHLHe35"
TFPT	1	No	No	No	No	No	No	Yes	No	No	"FB1, INO80F, amida"
TFRC	1	No	No	No	No	No	No	Yes	No	No	"CD71, TFR1, p90"
TIGAR	1	Yes	Yes	No	No	No	No	No	No	No	C12orf5
TIPARP	1	No	No	No	No	No	Yes	No	No	No	"ARTD14, DDF1, DKFZP434J214, DKFZp686N0351, PARP-1, PARP-7, PARP7, RM1, pART14"
TLE1	1	Yes	No	No	No	No	No	No	No	No	"ESG1, GRG1"
TLE2	1	Yes	No	No	No	No	No	No	No	No	"ESG, ESG2, FLJ41188, GRG2"
TLE3	1	Yes	No	No	No	No	No	No	No	No	"ESG3, GRG3, HsT18976, KIAA1547"
TLE4	1	Yes	No	No	No	No	No	No	No	No	"E(spl), GRG4"
TLL2	1	No	No	No	No	No	No	Yes	No	No	
TMEM30A	1	No	No	No	No	No	No	Yes	No	No	"C6orf67, CDC50A, FLJ10856"
TMSB4XP8	1	No	No	No	No	No	No	Yes	No	No	TMSL3
TNFRSF11A	1	No	No	No	No	No	No	Yes	No	No	"CD265, FEO, LOH18CR1, PDB2, RANK"
TNFSF13	1	Yes	Yes	No	No	No	No	No	No	No	"APRIL, CD256"
TPR	1	No	No	No	No	No	No	No	No	Yes	
TRIM33	1	No	No	No	No	No	No	No	No	Yes	"FLJ11429, KIAA1113, PTC7, RFG7, TF1G, TIF1G, TIF1GAMMA, TIFGAMMA"
TRRAP	1	No	No	No	No	No	No	No	No	Yes	"PAF400, TR-AP, Tra1"
TTL	1	No	No	No	No	No	No	Yes	No	No	MGC46235
TUSC3	1	No	No	No	No	No	No	Yes	No	No	"MGC13453, MRT22, MRT7, MagT2, N33, OST3A, SLC58A2"
TYRO3	1	No	No	No	No	No	Yes	No	No	No	"Brt, Dtk, Etk-2, RSE, Rek, Sky, Tif"
UBE2A	1	Yes	Yes	No	No	No	No	No	No	No	"HHR6A, HR6A, RAD6A, UBC2"
WAS	1	No	No	No	No	No	No	No	No	Yes	"IMD2, THC, WASP, WASPA"
WDCP	1	No	No	No	No	No	No	No	No	Yes	"C2orf44, FLJ21945, MMAP"
WDR90	1	No	No	No	No	No	No	Yes	No	No	"C16orf15, C16orf16, C16orf17, C16orf18, C16orf19, FLJ36483, KIAA1924, POC16"
WRN	1	No	No	No	No	No	No	No	No	Yes	"RECQ3, RECQL2"
WWP1	1	Yes	Yes	No	No	No	No	No	No	No	"AIP5, DKFZP434D2111"
XPA	1	No	No	No	No	No	No	No	No	Yes	"XP1, XPAC"
XPC	1	No	No	No	No	No	No	No	No	Yes	"RAD4, XPCC"
YPEL5	1	No	No	No	No	No	No	Yes	No	No	CGI-127
